stop_name,latitude,longitude
GREGORIO XI/NOVELLI G.,41.900526,12.420529
GELSI/CASTANI,41.888576,12.565866
GELSI/ORCHIDEE,41.889451,12.570255
SERENISSIMA/PRENESTINA,41.895482,12.558794
VENEZIA GIULIA/SERENISSIMA,41.896749,12.559891
COLLATINA/PONTEBBA,41.898298,12.563281
OSPEDALE S. FILIPPO NERI (H),41.946366,12.415982
SACCO E VANZETTI/BONGIORNO,41.908732,12.566522
SACCO E VANZETTI/SCALARINI,41.909217,12.568161
SACCO E VANZETTI/MASSINI,41.909911,12.571161
NOMENTANA/VAL D'AOSTA,41.931027,12.527169
FRANCESCHINI/TOGLIATTI,41.910551,12.572906
FRANCESCHINI/RUINI,41.911257,12.574341
FRANCESCHINI/SOMMOVIGO,41.912548,12.576809
BARDANZELLU/TOGLIATTI,41.914818,12.571085
BARDANZELLU,41.915418,12.575306
BONIFAZI/BATTISTINI,41.905598,12.415974
BARDANZELLU/BALABANOFF,41.915117,12.572630
SANTI F.,41.912738,12.567103
GREGORIO XI/NOVELLI G.,41.900052,12.419784
GREGORIO XI/UGO DA PORTA RAVEGNANA,41.898905,12.418347
ALESSANDRINO/LAMPONI,41.873017,12.580140
ALESSANDRINO/SIMONE DA GENOVA,41.882968,12.577225
OJETTI/JACOPONE DA TODI,41.945375,12.553567
VERGA/STAMPA,41.947848,12.558872
VERGA/ZANELLA,41.948705,12.561038
TOGLIATTI/PERGOLATO,41.883485,12.573003
NOMENTANA/STAMPA,41.944525,12.560744
ROBINIE/TOGLIATTI,41.882462,12.572706
NOMENTANA/LORENZINI,41.942870,12.556740
ROBINIE/AZALEE,41.882579,12.568609
ROBINIE/CASTANI,41.882712,12.566149
TOR DE' SCHIAVI/ROBINIE,41.883526,12.563192
OJETTI/PRIMOLI,41.944806,12.551989
GREGORIO XI/DUSI,41.894899,12.413596
ALBIZZIE,41.884360,12.562185
ROMAGNOLI/TALENTI,41.942374,12.547149
GARDENIE (MC),41.885337,12.561299
PASSI/CRISAFULLI,41.895267,12.410827
GARDENIE (MC),41.886804,12.561423
ROMAGNOLI/NOMENTANA,41.939537,12.546380
TOR DE' SCHIAVI/ROSE,41.888905,12.561402
NOMENTANA/ZANARDINI,41.938402,12.545681
ANAGNI/TOR DE' SCHIAVI,41.890645,12.560206
NOMENTANA/SANNAZZARO,41.937868,12.541716
NOMENTANA/RIONERO,41.936415,12.538556
JENNER/PALLAI,41.873735,12.444904
TOR DE' SCHIAVI/ANAGNI,41.890056,12.560593
GARDENIE (MC),41.885656,12.560947
ALBIZZIE,41.884219,12.562347
ROBINIE/TOR DE' SCHIAVI,41.882666,12.563788
ROBINIE/CASTANI,41.882520,12.567141
ROBINIE/AZALEE,41.882425,12.569691
ROBINIE/TOGLIATTI,41.882333,12.572321
COLLATINA/MARTORA,41.903855,12.578715
CASTELLANI/BUFALOTTA,41.958006,12.545284
MAIELLA/SEMPIONE,41.934886,12.534845
MENENIO AGRIPPA,41.934749,12.535830
NOMENTANA/RIONERO,41.936379,12.538830
NOMENTANA/SANNAZZARO,41.937657,12.540715
NOMENTANA/ZANARDINI,41.938048,12.545472
ROMAGNOLI/NOMENTANA,41.939122,12.546661
ROMAGNOLI/D'OVIDIO,41.941092,12.547171
ROMAGNOLI/TALENTI,41.943025,12.547669
INTORCETTA/DRAGONE,41.787023,12.330318
OJETTI/PRIMOLI,41.944413,12.551835
GENTILONI/BONOMI,41.950829,12.524983
PADRE DEL LAURO,41.785776,12.327436
VALLE VERMIGLIO/VAL PADANA,41.941528,12.524404
LIBIA/LAGO TANA,41.932809,12.520300
LIBIA/GIMMA,41.931032,12.518239
ERITREA/S. EMERENZIANA,41.928432,12.515683
ERITREA/LAGO LESINA,41.926537,12.515634
S. AGNESE/ANNIBALIANO (MB1),41.924229,12.515568
TRIESTE/ISTRIA,41.923432,12.513184
TRIESTE/GORIZIA,41.920678,12.509424
TRIESTE/TRASIMENO,41.919169,12.507311
TRIESTE/TRENTO,41.917755,12.505673
DALMAZIA,41.915727,12.505171
MELI,41.880877,12.575535
PERESIO,41.868605,12.584950
FIUME,41.911404,12.498740
NIZZA/MANTOVA,41.912955,12.501630
NIZZA/V.LE REGINA MARGHERITA,41.914011,12.503735
DALMAZIA,41.915013,12.505134
TRIESTE/TRENTO,41.917590,12.505900
TORRE SPACCATA/DE MARCO,41.863132,12.585933
TRIESTE/GORIZIA,41.920431,12.509650
TRIESTE/BELLINZONA,41.922428,12.511678
TORRE SPACCATA/FOSSO S. MAURA,41.858992,12.585800
TRIESTE/ISTRIA,41.923147,12.513639
TORRE SPACCATA/MEATTINI,41.850886,12.579876
TORRE SPACCATA/TUSCOLANA,41.849055,12.576320
S. AGNESE/ANNIBALIANO (MB1),41.925038,12.515989
ERITREA/LAGO LESINA,41.926639,12.515918
BAGNOLETTO,41.787797,12.322741
CAPANNELLE/CIV. 217,41.844641,12.574864
CAPANNELLE/CIV. 200,41.841125,12.574830
LIBIA/GIMMA,41.930894,12.518529
CAPANNELLE/LUCREZIA ROMANA,41.835916,12.573129
CAPANNELLE/GAMIANA,41.834775,12.570417
LIBIA (MB1),41.932240,12.520127
CAPANNELLE/CASTROREGIO,41.830335,12.567304
CAPANNELLE/CALICE,41.828577,12.565715
CAPANNELLE/SCILLA,41.826822,12.564081
SERRADIFALCO,41.785775,12.324189
APPIA/MARSICO NUOVO,41.829505,12.557451
BISIGNANO,41.830415,12.557476
S. SEVERINA,41.832085,12.559591
TAURIANOVA/SQUILLACE,41.834618,12.558111
BONOMI/FALDELLA,41.949260,12.525155
TAURIANOVA/OPPIDO MAMERTINA,41.836949,12.556064
CALVATONE/CASTELLUCCHIO,41.781985,12.328650
SIDERNO,41.835868,12.554297
OPPIDO MAMERTINA/APPIA NUOVA,41.834856,12.553313
APPIA/S.IGNAZIO ANTIOCHIA,41.833196,12.553826
CAPANNELLE/APPIA NUOVA,41.825429,12.562950
CAPANNELLE/SCILLA,41.826996,12.564437
CAPANNELLE/CALICE,41.829154,12.566400
CAPANNELLE/CASTROREGIO,41.830858,12.567993
CAPANNELLE/GAMIANA,41.834957,12.571191
CAPANNELLE/LUCREZIA ROMANA,41.836073,12.573740
CAPANNELLE/CIV. 200,41.841719,12.574975
CAPANNELLE/CIV. 217,41.845001,12.575050
TORRE SPACCATA/MEATTINI,41.850835,12.580196
TRIESTE/TRASIMENO,41.918930,12.507372
TORRE SPACCATA/FOSSO S. MAURA,41.859959,12.585794
TORRE SPACCATA/DE MARCO,41.862787,12.586054
PERESIO/LUPI,41.866411,12.583860
PERESIO,41.868841,12.585275
ALESSANDRINO (MC),41.871412,12.579887
CALVATONE/ASOLA,41.780666,12.330158
ALESSANDRINO/OLEANDRI,41.875569,12.579359
ALESSANDRINO/CAMPO,41.877641,12.578603
CASTANI/GARDENIE,41.886443,12.566203
LIBIA/S. EMERENZIANA,41.929512,12.516862
CONCA D'ORO/VAL DI CHIENTI,41.941669,12.522569
CONCA D'ORO/VAL DI SANGRO,41.943243,12.520083
CONCA D'ORO/VAL MAIRA,41.944471,12.518103
TOR SAPIENZA/DE CUPIS,41.903373,12.589874
COLLATINA/DE CUPIS,41.904089,12.588823
VALTOURNANCHE,41.945308,12.516734
COLLATINA/APPIANI,41.903595,12.585861
COLLATINA/MARTORA,41.903756,12.577619
DRAGONE/BESOZZO,41.782651,12.333218
CAVRIGLIA/PRATI FISCALI,41.946799,12.517193
CAVRIGLIA/VALMARANA,41.947739,12.515144
VAGLIA,41.949503,12.514621
CIVITELLA PAGANICO,41.950945,12.515452
DRAGONE/MACHETTI,41.784477,12.331867
MINUCCIANO,41.953136,12.514517
COMANO/MOLAZZANA,41.954880,12.514194
DRAGONE/LOBELLI,41.786065,12.330559
COMANO/AGLIANA,41.956865,12.516973
ARDEATINA/SCUOLA PADRE FORMATO,41.772451,12.550987
ARDEATINA/SCUOLE,41.773102,12.550340
FILATTIERA,41.958196,12.518038
ARDEATINA/TORRI CASTEL DI LEVA,41.775619,12.545913
ARDEATINA/DIVINO AMORE,41.776351,12.544675
PODENZANA/TRESANA,41.957124,12.519591
CASTEL DI LEVA/TORRE S. ANASTASIA 1,41.777683,12.533984
CASTEL DI LEVA/TORRE S. ANASTASIA 2,41.779222,12.532045
CASTEL DI LEVA/TOR PAGNOTTA 2,41.781440,12.528621
CASTEL DI LEVA/TOR PAGNOTTA 1,41.782848,12.526052
CASTEL DI LEVA/RONDELET,41.784140,12.523716
CASTEL DI LEVA/CASTELLUCCIA,41.786120,12.520114
CASTEL DI LEVA/ZANONI,41.788068,12.516718
CASTEL DI LEVA/CASSITTO,41.788905,12.515019
SUVERETO/CALCINAIA,41.955954,12.519771
CECCHIGNOLA/CASTEL DI LEVA,41.791613,12.508431
CALCINAIA/FILATTIERA,41.957189,12.518126
COMANO/AGLIANA,41.957125,12.516941
COMANO/MOLAZZANA,41.955040,12.513770
MINUCCIANO,41.953107,12.514080
CIVITELLA PAGANICO,41.950845,12.515187
CAVRIGLIA/VALMARANA,41.947895,12.514370
CECCHIGNOLA/FATT. LAURENTINA,41.796333,12.503509
CAVRIGLIA/PRATI FISCALI,41.946918,12.516778
VALTOURNANCHE,41.945633,12.515878
CECCHIGNOLA/TOR PAGNOTTA 2,41.804684,12.507231
CECCHIGNOLA/BERSAGLIERI,41.808430,12.510027
CECCHIGNOLA/KOBLER,41.810686,12.511767
CECCHIGNOLA/TENUTA CECCHIGNOLA,41.814275,12.512945
CECCHIGNOLA/FOSSO CECCHIGNOLA,41.819576,12.515073
CECCHIGNOLA/CASALE ZOLA,41.822286,12.516909
CONCA D'ORO/VAL DI NON,41.944491,12.517833
CONCA D'ORO/VAL GRANA,41.942878,12.520395
ARDEATINA/GROTTA PERFETTA,41.830018,12.518010
ARDEATINA/VIGGIANO,41.832965,12.517670
CONCA D'ORO/VAL D'ALA,41.941569,12.522500
ARDEATINA/ANNUNZIATELLA,41.841530,12.516436
ARDEATINA/S. SEBASTIANO,41.850126,12.515215
ARDEATINA/MEROPIA,41.854463,12.512547
ARDEATINA,41.862243,12.505032
ARDEATINA/FOSSE ARDEATINE,41.857982,12.509700
ALBA ADRIATICA/BARISCIANO,41.932254,12.649678
TALAMONE,41.874729,12.504350
CAMERIA,41.875540,12.503290
CALVATONE/BERTOLI,41.783262,12.327162
GIULIO CESARE/OTTAVIANO (MA),41.909536,12.458996
FOSSE ARDEATINE,41.857768,12.509859
ARDEATINA/MEROPIA,41.855082,12.511599
ARDEATINA/S. SEBASTIANO,41.849649,12.515197
ARDEATINA/ANNUNZIATELLA,41.842410,12.515691
ARDEATINA/VIGGIANO,41.832573,12.517454
ARDEATINA/GROTTA PERFETTA,41.828835,12.518253
CARINI/BONNET,41.885707,12.461058
ARDEATINA/CECCHIGNOLA,41.824997,12.518072
MURA GIANICOLENSI,41.887942,12.461492
CECCHIGNOLA/CASALE ZOLA,41.821872,12.516513
CECCHIGNOLA/FOSSO CECCHIGNOLA,41.819214,12.514584
CECCHIGNOLA/TENUTA CECCHIGNOLA,41.813495,12.512665
CECCHIGNOLA/KOBLER,41.810643,12.511443
CECCHIGNOLA/BERSAGLIERI,41.808046,12.509584
CECCHIGNOLA/TOR PAGNOTTA 2,41.805223,12.507518
CECCHIGNOLA/TOR PAGNOTTA 1,41.803323,12.506262
CECCHIGNOLA/FATT. LAURENTINA,41.796094,12.503308
CASTEL DI LEVA/CECCHIGNOLA,41.790933,12.509858
CASTEL DI LEVA/CASSITTO,41.788533,12.515499
CASTEL DI LEVA/ZANONI,41.786973,12.518357
CASTEL DI LEVA/CASTELLUCCIA,41.785725,12.520617
CASTEL DI LEVA/RONDELET,41.783870,12.523892
CASTEL DI LEVA/PAGNOTTA,41.782553,12.526349
PSG GIANICOLO/VILLA CORSINI,41.889214,12.463197
CASTEL DI LEVA/TOR PAGNOTTA 2,41.781110,12.528961
CASTEL DI LEVA/TORRE S. ANASTASIA 2,41.778889,12.532295
CASTEL DI LEVA/TORRE S. ANASTASIA 1,41.777136,12.535130
CASTEL DI LEVA/ARDEATINA,41.777376,12.540670
SANTUARIO DIVINO AMORE,41.776948,12.542572
P.LE G. GARIBALDI,41.892135,12.460556
PSG GIANICOLO/ANITA GARIBALDI,41.893766,12.460694
PSG GIANICOLO/POLIAMBULATORIO,41.896346,12.461342
PSG GIANICOLO/COLLEGIO UCRAINO,41.895199,12.460139
ARDEATINA/TORRI CASTEL DI LEVA,41.775281,12.546317
S. ONOFRIO/BAMBIN GESU' (H),41.897930,12.460725
GIULIO CESARE/FABIO MASSIMO,41.910401,12.462439
TOR DI QUINTO/RIANO,41.937032,12.470377
GIANICOLO/URBANO VIII,41.898497,12.459985
GIULIO CESARE/EZIO,41.911111,12.465422
MAGLIANA NUOVA/MIGLIOLI (FL1),41.847936,12.456237
PAPA LEONE,41.846155,12.445616
LGT SANGALLO/PEROSI,41.896828,12.466120
SIGNA,41.964662,12.454419
ISCHIA DI CASTRO,41.966690,12.452518
L.GO SPERLONGA,41.969026,12.450567
SINISI,41.965899,12.452878
GIANICOLO/URBANO VIII,41.898392,12.459864
S. ONOFRIO/BAMBIN GESU' (H),41.897634,12.461352
IMBRECCIATO/ALMANSI,41.847241,12.447499
PSG GIANICOLO/POLIAMBULATORIO,41.896651,12.461151
BAFFI,41.852001,12.452612
PSG GIANICOLO/COLLEGIO UCRAINO,41.895008,12.459917
BAFFI/LUPATELLI,41.851213,12.455295
PSG GIANICOLO/ANITA GARIBALDI,41.894181,12.460541
P.LE GARIBALDI G.,41.890711,12.460840
LGT M.LLO DIAZ/MIN. ESTERI,41.933618,12.461201
NEWTON/USSANI,41.857776,12.441420
NEWTON/MORELLI E.,41.859017,12.442919
LAURENTINA/COLOMBO,41.845530,12.479231
AGNELLI/MORELLI,41.861244,12.444121
AGNELLI,41.862146,12.446151
DI DONATO,41.864593,12.448755
AERONAUTICA/ARTE,41.826575,12.473268
AERONAUTICA/MONTAGNE ROCCIOSE,41.825915,12.476036
VAL TELLINA/FORLANINI (H),41.866330,12.448910
LAURENTINA (MB),41.827037,12.480196
VAL TELLINA/DUCHESSA DI GALLIERA,41.868178,12.447419
LAURENTINA/LORENZONI,41.823966,12.479209
SCOTTI,41.869973,12.446205
LAURENTINA/SOMMOZZATORI,41.821548,12.480345
JENNER,41.872635,12.444819
JENNER/GIANICOLENSE,41.874644,12.445937
OZANAM/S. GIOVANNI DI DIO,41.875705,12.447612
OZANAM/FABIOLA,41.876642,12.449091
ESERCITO/FUCILIERI,41.804839,12.498651
ESERCITO/CARABINIERI,41.803924,12.502088
OZANAM/BOTTAZZI,41.877326,12.451077
ABATE UGONE/DONNA OLIMPIA,41.878484,12.453868
P.ZA FONTEIANA,41.880457,12.454414
CARABINIERI,41.804067,12.502707
CLODIO,41.917088,12.454952
LAURENTINA/CECCHIGNOLA,41.815103,12.484809
LAURENTINA/SOMMOZZATORI,41.822184,12.480180
LAURENTINA/AFRICA,41.824283,12.479521
AERONAUTICA/DOUHET (MB),41.826300,12.477807
AERONAUTICA/MONTAGNE ROCCIOSE,41.826171,12.476002
AERONAUTICA/ARTE,41.826624,12.473486
ARTE/AMERICA,41.828330,12.473864
ARTIGIANATO,41.837371,12.477643
LAURENTINA/ARDIGO',41.842812,12.480836
LAURENTINA/COLOMBO,41.845130,12.479829
DALLA CHIESA,41.911343,12.461314
RAMAZZINI/FOLCHI (H),41.868728,12.452158
FOLCHI/SPALLANZANI (H),41.866151,12.454439
CHIARUGI V.,41.941369,12.420354
PORTUENSE/PONTE GALERIA (FL1),41.817431,12.343892
STAZ.NE AURELIA,41.883289,12.394173
MASSIMI,41.927616,12.443545
PORTUENSE/IMBRECCIATO,41.857794,12.447466
PORTUENSE/LA LOGGIA,41.856608,12.446382
BALDUINA/BITOSSI,41.926454,12.440638
PORTUENSE/CASALETTO,41.853514,12.436622
PORTUENSE/TRULLO,41.851815,12.433908
PORTUENSE/FANELLA,41.851624,12.431651
PORTUENSE/VICOLO CLEMENTI,41.851122,12.428681
PORTUENSE/VILLA VECCHI,41.851114,12.426350
PORTUENSE/CASETTA MATTEI,41.850495,12.422799
PORTUENSE/S. M. PISTOIESE,41.849636,12.421552
PORTUENSE/VIGNE,41.848422,12.420036
VIGNE/VIGNA GIRELLI,41.842097,12.421651
VIGNE/FOSSO DELLA TORRETTA,41.840348,12.421976
MONTE DELLE PICHE,41.833969,12.421379
VIGNE/RIFREDI,41.836107,12.421439
VIGNE/CHIUSDINO,41.837115,12.421790
VIGNE/GENEROSA,41.839285,12.422614
VIGNE/FOSSO DELLA TORRETTA,41.840760,12.421991
VIGNE/VIGNA GIRELLI,41.842685,12.422101
VIGNA GIRELLI,41.841907,12.426454
MONTE CAPRE/ORTI MAGLIANA,41.844871,12.429500
MONTE CAPRE,41.844812,12.433106
TRULLO/VIGNA CONSORTI,41.845887,12.436138
TRULLO/LAMPORECCHIO,41.848901,12.436048
BALDUINA/BITOSSI,41.926548,12.440896
PORTUENSE/VILLA FLORA,41.855231,12.444789
PORTUENSE/LA LOGGIA,41.856802,12.446744
PORTUENSE/IMBRECCIATO,41.857794,12.447649
PORTUENSE/VENTURI P.,41.859393,12.450907
PORTUENSE/RAMAZZINI,41.861497,12.452421
PORTUENSE/FORLANINI (H),41.863172,12.454418
FOLCHI/PORTUENSE,41.864664,12.455751
FOLCHI/SPALLANZANI (H),41.866654,12.454386
RAMAZZINI/GIANICOLENSE,41.869398,12.452812
SALARIA/CORTONA,41.962953,12.506622
CORTONA/SALARIA,41.966749,12.507143
CORTONA/RADICOFANI,41.969378,12.507102
RADICOFANI/S. BERNARDINO,41.975456,12.508019
RADICOFANI/MONTE S. SAVINO,41.976905,12.510418
RADICOFANI/S. GENNARO,41.975856,12.511651
P.ZA VENEZIA,41.894952,12.481757
RADICOFANI/S. GIMIGNANO,41.974712,12.513198
MASSIMI,41.926978,12.444736
STAZ.NE METRO CIPRO (MA)/EMO,41.906753,12.448271
RADICOFANI/S. GIMIGNANO,41.974819,12.513131
RADICOFANI/S. GENNARO,41.976125,12.511582
RADICOFANI/MONTE S. SAVINO,41.977052,12.510335
RADICOFANI/S. BERNARDINO,41.975218,12.507898
MOROSINI E./NUOVO REGINA MARGHERITA (H),41.885880,12.470108
CORTONA/ANNIBALE MARIA DI FRANCIA,41.969460,12.506860
CORTONA/SALARIA,41.966374,12.506998
CARINI/BONNET,41.884775,12.460872
REGNOLI/QUATTRO VENTI,41.884016,12.459042
FOSSO DI DRAGONCELLO/MACCHIA PALOCCO,41.761500,12.328746
OTTAVILLA/PAMPHILI,41.883811,12.456273
MAGLIANO SABINA/VESCOVIO,41.933562,12.512129
FONTEIANA/OTTAVILLA,41.883044,12.454957
FONTEIANA,41.880445,12.454235
ABATE UGONE/DONNA OLIMPIA,41.877900,12.453020
OZANAM/BOTTAZZI,41.877378,12.450702
OZANAM/FABIOLA,41.876431,12.448495
OZANAM/S. GIOVANNI DI DIO,41.875290,12.446620
JENNER/TORRECREMATA,41.872026,12.444678
SCOTTI,41.869237,12.446464
VAL TELLINA/DUCHESSA DI GALLIERA,41.867807,12.447554
VAL TELLINA/FORLANINI (H),41.866176,12.448887
DI DONATO,41.864100,12.448196
BUFALOTTA/COLONIA AGRICOLA,41.984325,12.551667
AGNELLI,41.862352,12.445912
BUFALOTTA/CIVICO 1297,41.981869,12.552050
AGNELLI/MORELLI,41.861292,12.443731
BUFALOTTA/CANETTI,41.978805,12.552254
BUFALOTTA/TOR S. GIOVANNI,41.975050,12.552022
NEWTON/COLLI PORTUENSI,41.859262,12.442678
BUFALOTTA/CANBERRA,41.970418,12.550553
NEWTON/USSANI,41.857759,12.440896
BUFALOTTA/DALMISTRO,41.968702,12.550122
BUFALOTTA/SETTEBAGNI,41.965268,12.549145
BELFANTI,41.879819,12.350764
BUFALOTTA/SCUOLA,41.963126,12.548097
BUFALOTTA/CAMERINI,41.957079,12.545372
BUFALOTTA/FUCINI,41.953049,12.543886
GUERRA R./CANNAVINA,41.881948,12.356123
LAURENTINA (MB),41.826624,12.481244
CHIESA NUOVA,41.897883,12.468834
ADRIATICO/LAMPEDUSA,41.942285,12.536968
TOR PAGNOTTA/CIVICO 82,41.801269,12.490687
TOR PAGNOTTA/FUCILIERI,41.801011,12.494100
TOR PAGNOTTA/FUCILIERI,41.801086,12.495210
BUFALOTTA/CAMERINI,41.957262,12.545611
BUFALOTTA/MONELLI,41.959601,12.546701
BUFALOTTA/SCUOLA,41.963583,12.548683
BUFALOTTA/SETTEBAGNI,41.966304,12.549617
BUFALOTTA/MIGNOSI,41.967492,12.550031
BUFALOTTA/DALMISTRO,41.969565,12.550462
BUFALOTTA/CANBERRA,41.970808,12.550834
BUFALOTTA/FALERONE,41.973561,12.551674
BUFALOTTA/CANETTI,41.980328,12.552461
BUFALOTTA/CIVICO 1297,41.983276,12.552010
CASAL SELCE,41.885043,12.334294
MALAGROTTA,41.883591,12.332996
GUERRA R./DELLA GIOVANNA,41.881205,12.349501
AURELIA/PAOLO III,41.900928,12.444994
GUERRA R./CHECCUCCI,41.881535,12.352182
AURELIA/PIO VIII,41.898972,12.443344
GUERRA R./VANNI,41.882659,12.358415
AURELIA/RICHELMY,41.898623,12.441721
AURELIA/SPEZI,41.885671,12.373839
AURELIA/BRAVA,41.885082,12.383385
AURELIA/MADONNA DEL RIPOSO,41.897466,12.434636
AURELIA/GIORGIERI,41.885052,12.390119
STAZIONE AURELIA (FL5),41.883792,12.395163
AURELIA/VIA DELLA STAZIONE AURELIA,41.887163,12.404091
AURELIA/MARVASI,41.889640,12.411450
AURELIA/PALOMBINI,41.897690,12.431297
AURELIA/PIRONTI,41.892849,12.414715
AURELIA/DA ROSATE,41.894499,12.416914
AURELIA/ALIBRANDI,41.896144,12.419457
AURELIA/AZONE,41.898438,12.425823
DE LA SALLE (MA),41.899107,12.427492
C.NE CORNELIA/BOLOGNINI,41.901187,12.426186
BOCCEA/ACCURSIO,41.900297,12.428334
C.NE CORNELIA/AURELIA,41.898972,12.427067
BOCCEA/GALEOTTI,41.902492,12.424400
AURELIA/AZONE,41.898417,12.424560
BOCCEA/URBANO II,41.903270,12.421531
AURELIA/ALIBRANDI,41.896750,12.420436
AURELIA/DA ROSATE,41.894334,12.416353
AURELIA/PIRONTI,41.892843,12.414477
AURELIA/MARVASI,41.890053,12.411822
STAZ. AURELIA (FL5),41.887547,12.404040
AURELIA/ACQUAFREDDA,41.884706,12.397627
AURELIA/BRAVA,41.886076,12.384721
AURELIA/SPEZI,41.885437,12.374938
BASILICA S. SEBASTIANO,41.855692,12.516445
APPIA PIGNATELLI/S. URBANO,41.856551,12.521258
APPIA PIGNATELLI/ALMONE,41.851698,12.527355
APPIA PIGNATELLI/CAETANA,41.849342,12.531836
COLLI PORTUENSI/MONTEVERDE,41.869470,12.443212
COLLI PORTUENSI/CRIVELLI A.,41.867748,12.443625
COLLI PORTUENSI/ALESSANDRI R.,41.866043,12.443817
COLLI PORTUENSI/FERMI C.,41.864496,12.443656
COLLI PORTUENSI/GANDIGLIO,41.863134,12.443778
COLLI PORTUENSI/MORELLI E.,41.861142,12.443060
NEWTON/CORTI L.,41.855933,12.440103
COLLI PORTUENSI/MORELLI E.,41.861558,12.443514
COLLI PORTUENSI/GANDIGLIO,41.863090,12.443408
COLLI PORTUENSI/FERMI C.,41.864444,12.444035
COLLI PORTUENSI/ALESSANDRI R.,41.866024,12.444213
COLLI PORTUENSI/CRIVELLI A.,41.868451,12.443863
COLLI PORTUENSI/MONTEVERDE,41.870041,12.443470
COLLI PORTUENSI/ARATI,41.873603,12.443414
COLLI PORTUENSI/GIANICOLENSE,41.876457,12.443204
APPIA PIGNATELLI/QUARTO MIGLIO,41.843273,12.540299
BATTISTINI (MA),41.906942,12.414062
LGT TOR DI NONA/RONDINELLA,41.901222,12.468046
MONTI DI PRIMAVALLE/TORRIGIO,41.909184,12.413360
LGT TOR DI NONA/ZANARDELLI,41.901611,12.470211
MONTI DI PRIMAVALLE/MAZZELLA,41.912188,12.413392
BORROMEO F./CLEMENTE XI,41.914362,12.414735
BORROMEO F./S. ZACCARIA PAPA,41.916944,12.415125
L.GO BORROMEO,41.918732,12.415404
APPIA PIGNATELLI/QUARTO MIGLIO,41.843421,12.540251
GASPARRI P.,41.921005,12.414710
CAPECELATRO,41.920260,12.415475
L.GO BORROMEO,41.918224,12.415185
BORROMEO F./S. ZACCARIA PAPA,41.916291,12.414886
BORROMEO F./CLEMENTE XI,41.914768,12.414647
BALDOVINETTI/TINTORETTO,41.832924,12.494636
MONTI DI PRIMAVALLE/MAZZELLA,41.911849,12.413013
BALDOVINETTI/DI DONO,41.830725,12.494376
MONTI DI PRIMAVALLE/TORRIGIO,41.907253,12.413668
DI DONO/DI BUONINSEGNA,41.830033,12.492804
DI BUONINSEGNA,41.829841,12.489551
SERAFICO/PADRE LAIS,41.830358,12.487484
BOCCEA/GREGORIO XIII,41.903472,12.419464
SERAFICO/KEPLERO,41.829894,12.484992
BOCCEA/ACCURSIO,41.899527,12.428795
CIVILTA' DEL LAVORO,41.835138,12.470799
P.ZA IRNERIO (MA),41.897951,12.430482
AURELIA/PALOMBINI,41.897297,12.432456
AURELIA/MADONNA DEL RIPOSO,41.897295,12.435206
APPIA PIGNATELLI/CAETANA,41.849631,12.531771
TUPINI/EUROPA,41.833285,12.462115
TUPINI/ASTRONOMIA,41.835829,12.463516
AURELIA/RICHELMY,41.898513,12.442249
VAL FIORITA/PARRI (MB-RL),41.837605,12.463576
AURELIA/PIO VIII,41.899574,12.443971
VAL FIORITA (MB-RL),41.839210,12.464417
AURELIA/PAOLO III,41.900687,12.444942
APPIA PIGNATELLI/APPIA ANTICA,41.858608,12.514240
AURELIA/P.LE GREGORIO VII,41.899704,12.451578
CAVALLEGGERI/GREGORIO VII,41.899554,12.453561
CATACOMBE S. CALLISTO,41.860438,12.511431
CAVALLEGGERI/S. PIETRO,41.900093,12.455953
PORTA S. SEBASTIANO,41.873160,12.500302
TRE FONTANE,41.840206,12.470685
TERME CARACALLA/CAMENE,41.880708,12.494848
PARRI,41.836690,12.463748
TERME CARACALLA/PORTA CAPENA,41.883196,12.490873
TUPINI/ASTRONOMIA,41.834684,12.462768
AMERICA/TUPINI,41.831463,12.461695
CIVILTA' DEL LAVORO/COLOMBO,41.834587,12.472320
SERAFICO/PADRE LAIS,41.830155,12.487459
DI BUONINSEGNA,41.829740,12.490094
DI DONO/PISANO,41.828767,12.492360
CASALE DE MERODE/ANNUNZIATELLA,41.857695,12.504595
DI DONO/BALDOVINETTI,41.829633,12.494900
CROCE/ARDIGO',41.841079,12.482240
BALDOVINETTI/TINTORETTO,41.832475,12.494726
C.NE AURELIA/MADONNA DEL RIPOSO,41.896403,12.428960
STAZ.NE IPOGEO DEGLI OTTAVI,41.967845,12.408576
CAPECELATRO,41.920864,12.416051
SPERANI/DUNCAN,41.962430,12.397329
SPERANI/GIUDICE,41.960889,12.395641
C.NE CORNELIA/BOLOGNINI,41.900892,12.426014
FIORI C./LANDUCCI TOSI,41.958267,12.397400
GREGORIO VII/VILLA CARPEGNA,41.894566,12.430343
FANI M./STRESA,41.937471,12.441159
IGEA/CREDARO,41.934747,12.442680
CAMILLUCCIA/MARSCIANO,41.937118,12.442940
CAMILLUCCIA/SALSOMAGGIORE,41.939913,12.444145
CAMILLUCCIA/VIVAI,41.941243,12.446064
CAMILLUCCIA/GIRALDI,41.942162,12.447666
PANIZZI/LUCCHINA,41.957728,12.399553
PANIZZI/CASAL DEL MARMO,41.955872,12.402639
MELOZZO DA FORLI',41.925446,12.465574
LGT DELLE NAVI,41.916477,12.471649
MELOZZO DA FORLI',41.925997,12.464681
PANNINI,41.928472,12.463283
COLLI FARNESINA 7/VOLPI,41.939201,12.460426
