stop_name,latitude,longitude
TORREVECCHIA/SAVIGNONE,41.912526,12.403143
ANAGNINA/GASPERINA,41.828929,12.598661
AGRICOLTURA,41.836746,12.471442
TINTORETTO/BALLARIN,41.837837,12.484579
TINTORETTO/DEL CASTAGNO,41.835924,12.487265
TINTORETTO/GOZZOLI,41.833840,12.489160
TINTORETTO/SERAFICO,41.833204,12.493590
TINTORETTO/BALDOVINETTI,41.833404,12.495379
TINTORETTO/BACIGALUPO,41.833248,12.498830
SETTE METRI/TENUTA CASALOTTO,41.817660,12.609126
SPALLA/COMBI,41.832036,12.501408
SPALLA/POZZO,41.832006,12.504164
SETTE METRI/ACQUA MARIANA,41.816340,12.607775
SETTE METRI/FONTANILE ANAGNINO,41.814148,12.605473
SETTE METRI/CASALE AGOSTINELLI,41.812906,12.604199
ASCARI/GRANAI NERVA,41.834046,12.508344
COPPI FAUSTO,41.832685,12.510986
CONSOLINI,41.834184,12.509931
VIGNE DI MORENA,41.811531,12.603907
VIGNE DI MORENA/MARANELLA,41.809422,12.607521
NUVOLARI,41.835029,12.508880
STAZ.NE CIAMPINO/VIGNE MORENA,41.808701,12.610967
MAGLIANELLA/CIVICO 71,41.890663,12.380836
PAZZANO/STAZ.NE CIAMPINO,41.810735,12.614352
PAZZANO/SERRATA,41.809144,12.616427
MOLIERE,41.840077,12.505099
CASIGNANA,41.808923,12.619234
MONASTERACE,41.811515,12.618090
STAZ.NE CIAMPINO/MONASTERACE,41.812941,12.616076
STAZ.NE CIAMPINO/ANAGNINA,41.814520,12.617703
CASTELLO MAGLIANA/MORSELLI,41.824097,12.411185
CASTELLO MAGLIANA/VIOLA,41.823142,12.414570
ANAGNINA/CALLICRATE,41.816089,12.617470
CASTELLO MAGLIANA/VIOLA,41.823258,12.413136
CASTELLO MAGLIANA/MORSELLI,41.824108,12.411882
ANAGNINA/SERVILIA,41.818306,12.614191
MORSELLI/TESTONI,41.825724,12.412630
ANAGNINA/CAMPO ROMANO,41.825539,12.603658
MORSELLI/DASTI,41.828306,12.416921
MAGLIANELLA/CIVICO 71,41.890810,12.380953
L.GO PRENESTE,41.892061,12.541967
AGRICOLTURA,41.840712,12.473295
MAGLIANELLA/CIVICO 131,41.894925,12.377971
VAL FIORITA (MB-RL),41.838727,12.464018
PASCALI,41.897222,12.576693
MORANDI/CAMPIGLI,41.897951,12.583692
EUROPA/BEETHOVEN,41.831944,12.465568
MORANDI/FARFALLE,41.896682,12.584629
MORANDI/CARRA',41.898094,12.585830
MAGLIANELLA/CIVICO 185,41.904346,12.382567
DE CHIRICO/DE PISIS,41.898600,12.587657
DE CHIRICO/CAPOGROSSI,41.901213,12.585730
COLLATINA/GROTTA DI GREGNA,41.900534,12.567133
MAGLIANELLA/CIVICO 233,41.906914,12.382432
COLLATINA/APPIANI,41.903501,12.586521
MORSELLI/DASTI,41.828166,12.416493
MORSELLI/TESTONI,41.825262,12.411929
BOSCO ARVALI,41.837059,12.427200
BOSCO ARVALI/ORATORIO DAMASIANO,41.837240,12.428544
BOSCO ARVALI/LASTRA A SIGNA,41.838284,12.427232
BOSCO ARVALI/HENZEN,41.839639,12.425428
VIGNE/VIGNA GIRELLI,41.843041,12.421658
DE CHIRICO/CAPOGROSSI,41.900873,12.585231
MORANDI/CARRA',41.899044,12.585155
MORANDI/CAMPIGLI,41.900014,12.583130
PASCALI,41.897325,12.576677
CAMPARI/LEPETIT,41.889786,12.587145
CAMPARI/BERIO,41.886385,12.586351
TOVAGLIERI/ERMOLI,41.882744,12.588170
TOVAGLIERI/OLCESE,41.882333,12.586231
TOVAGLIERI/CEVASCO,41.880829,12.584815
TOVAGLIERI/CIVICO 237,41.880741,12.588194
TOVAGLIERI/VISCOGLIOSI,41.881468,12.590944
TOVAGLIERI,41.882949,12.590845
CAMPARI/BERIO,41.886357,12.586754
CAMPARI/LEPETIT,41.889440,12.587242
GIANICOLENSE/DUNANT,41.872406,12.460670
GIANICOLENSE/PRATI,41.872702,12.464227
PISANA/COLLETTORE,41.859442,12.402310
CASTELLO MAGLIANA,41.822917,12.413956
PARCO DEI MEDICI,41.820652,12.417376
CHIOVENDA G./TOGLIATTI,41.859288,12.571510
VIGNE/MAROI,41.844299,12.421365
ANICIO GALLO/SESTIO CALVINO,41.852421,12.564497
GENEROSA/CASALE INGLESI,41.838702,12.423318
GENEROSA/BOSCO ARVALI,41.837331,12.425584
ANICIO GALLO/APPIO CLAUDIO,41.854057,12.562011
SPARTACO/GIULIO AGRICOLA,41.855155,12.560298
SPARTACO/VALERIO PUBLICOLA,41.856611,12.557833
VISCOGLIOSI,41.881900,12.590326
QUADRARO,41.857421,12.553548
SELINUNTE/LUCIO SESTIO,41.855847,12.551568
SELINUNTE/SAGUNTO,41.857386,12.549838
CARTAGINE/ERMINIO,41.859223,12.550460
OPIMIANI/EGERIO LEVIO,41.861280,12.550171
TUSCOLANA/OPIMIANI,41.862464,12.551509
NUMIDIO QUADRATO (MA),41.862247,12.553288
CONSOLI/CURIONE,41.863922,12.553362
TUSCOLANA/MAMILI,41.863764,12.548963
QUINTILI/PISONI,41.866946,12.546683
QUINTILI/COMUNELLA,41.869001,12.546518
QUINTILI/CIBELE,41.870579,12.546638
MANFRONI,41.873084,12.546007
TOBAGI/USIGNOLO,41.872711,12.598427
P.ZA CARDINALI,41.874412,12.546057
TOBAGI/GINANNI,41.870226,12.597771
CONSOLI/TELEGONO,41.864178,12.551721
NUMIDIO QUADRATO (MA),41.862733,12.553100
GIANICOLENSE/S. CAMILLO (H),41.870669,12.455066
OPIMIANI/TUSCOLANA,41.862440,12.550792
OPIMIANI/EGERIO LEVIO,41.861512,12.550092
CARTAGINE/SULPICI,41.860483,12.550317
CARTAGINE/ERMINIO,41.859370,12.550142
SELINUNTE/SAGUNTO,41.856931,12.550105
SELINUNTE/LUCIO SESTIO,41.855596,12.551626
LUCIO SESTIO,41.856223,12.553668
SPARTACO/LUCIO SESTIO,41.857629,12.555524
SPARTACO/VALERIO PUBLICOLA,41.856153,12.558116
SPARTACO/GIULIO AGRICOLA,41.854913,12.560147
ANICIO GALLO/APPIO CLAUDIO,41.853658,12.562122
ANICIO GALLO/SESTIO CALVINO,41.852241,12.564299
TOBAGI/GINANNI,41.869924,12.597907
STATELLA/FALCONE,41.854193,12.450810
F. CALZOLAIO,41.853164,12.450048
QUINTO PUBLICIO,41.855797,12.570474
CHIOVENDA G./TOGLIATTI,41.859163,12.571114
RIBOTTI/ORTI SPAGNOLI,41.852317,12.449025
TORRE MAURA,41.863968,12.593222
BENUCCI/RIBOTTI,41.851139,12.450291
BENUCCI/MONTALCINI,41.850351,12.452325
MONTALCINI,41.849493,12.452723
FUGGETTA/BENUCCI,41.850724,12.452488
FUGGETTA/ZAMBECCARI,41.851873,12.451539
STATELLA/ZAMBECCARI,41.852991,12.451397
STATELLA/FALCONE,41.854061,12.450977
TOBAGI/USIGNOLO,41.872647,12.598551
VENTURI/RUSPOLI,41.857841,12.451618
TOGLIATTI/TUSCOLANA,41.854036,12.570603
TOR TRE TESTE/SANGUINETTI,41.876379,12.588729
TUSCOLANA/APPIO CLAUDIO,41.855265,12.565470
GIULIO AGRICOLA (MA),41.856443,12.563366
TUSCOLANA/PUBLICOLA,41.858466,12.559670
LUCIO SESTIO (MA),41.859999,12.557588
VISCOGLIOSI,41.881925,12.590768
P.ZA DEI CONSOLI,41.862159,12.558190
CENTOCELLE/MENAS,41.866268,12.553318
CENTOCELLE/IGINO,41.869561,12.550421
CENTOCELLE/ANGELI,41.872164,12.549990
PAVESE/UMANESIMO,41.819496,12.480003
PAVESE/THOVEZ,41.817346,12.478176
PAVESE/SCOTELLARO,41.817602,12.474877
PAVESE/GOVONI,41.816819,12.472492
GARDENIE,41.885781,12.568692
PAVESE/UNGARETTI,41.817036,12.469905
PAVESE/VITTORINI,41.817973,12.468233
MOLFETTA/TRANI,41.890117,12.577983
BALZANI/FERRAIRONI,41.878605,12.554228
PAVESE/OCEANO ATLANTICO,41.818933,12.467459
CENTOCELLE/CASILINA,41.876187,12.552561
PAVESE/VITTORINI,41.817459,12.468163
CENTOCELLE/ANGELI,41.871930,12.549805
CENTOCELLE/IGINO,41.868041,12.551075
PAVESE/UNGARETTI,41.816493,12.471248
CENTOCELLE/MENAS,41.865910,12.553528
PAVESE/GOVONI,41.816823,12.473275
PAVESE/SCOTELLARO,41.817092,12.475876
SCRIBONIO CURIONE,41.864716,12.554434
PAVESE/THOVEZ,41.817108,12.478054
P.ZA DEI CONSOLI,41.861827,12.557071
LUCIO SESTIO (MA),41.859454,12.557329
DOPPLER,41.782682,12.492105
GIULIO AGRICOLA (MA),41.856800,12.561939
TUSCOLANA/APPIO CLAUDIO,41.855608,12.564223
SUBAUGUSTA (MA),41.854248,12.566663
TOGLIATTI/TUSCOLANA,41.853636,12.571064
ROMANISTI/PARTINI,41.869037,12.571942
CACCIOPPOLI,41.786828,12.488379
AMALDI/CIVICO 152,41.793753,12.482446
AMALDI/KRALL,41.793732,12.485315
MAGLIANA/SCARPERIA,41.844192,12.456026
MAGGI,41.794291,12.487923
CHIOVENDA G./BUONAMICI,41.859675,12.573829
BUONAMICI,41.860900,12.575094
PELIZZI,41.859465,12.579119
PELIZZI/VIGNALI,41.857682,12.582029
PELIZZI/G.R.A.,41.855967,12.583757
PELIZZI/TORRE SPACCATA,41.854025,12.583217
RIZZIERI/TORRE SPACCATA,41.852006,12.584821
RIZZIERI/OBERTO,41.852394,12.587875
FORLANINI (H),41.866478,12.449996
CIAMARRA/RIZZIERI,41.853132,12.590094
CIAMARRA/RUFFO,41.850304,12.590746
CIAMARRA/LEONARDI,41.848173,12.591241
CIAMARRA/RIZZIERI,41.853361,12.590246
RIZZIERI/OBERTO,41.852614,12.587451
RIZZIERI/TORRE SPACCATA,41.852266,12.584766
PELIZZI/TORRE SPACCATA,41.853641,12.583459
PELIZZI/G.R.A.,41.855941,12.584035
PELIZZI/VIGNALI,41.857889,12.582262
PELIZZI,41.859841,12.578482
SERAFINI/BUONAMICI,41.861413,12.574071
SAREDO,41.860397,12.572859
TRIBUNI,41.864959,12.549784
DE FINETTI/SEGRE,41.792653,12.486283
DE FINETTI/CIVICO 108,41.792585,12.483277
CASETTA MATTEI/PORTUENSE,41.851583,12.422838
CASETTA MATTEI/CORVIALE,41.853543,12.420877
CASETTA MATTEI/SELVAFORTE,41.855623,12.420236
S. G. BOSCO/COMINIO,41.861150,12.559178
S. GIOVANNI BOSCO/CALPURNIO FIAMMA,41.860347,12.561347
P.ZA S. GIOVANNI BOSCO,41.858820,12.564086
SALESIANI/PEDIO,41.857763,12.565857
LAURENTINA (MB),41.827223,12.479842
MAZZACURATI/POGGIO VERDE,41.853595,12.414849
SALESIANI/CURZIO,41.856363,12.567769
MONTI DELLA VALCHETTA,41.995401,12.485306
CASETTA MATTEI/SELVAFORTE,41.855405,12.419957
CASETTA MATTEI/CORVIALE,41.853134,12.421116
SALK/GHISALBA,41.988616,12.480981
SALK/QUARTO PEPERINO,41.981329,12.485768
GROTTAROSSA/S.ANDREA (H),41.981539,12.470357
TOR VERGATA/PERONI,41.858423,12.623461
TOR VERGATA/SALMOIRAGHI,41.860546,12.621683
TOR VERGATA/CASILINA,41.862032,12.621279
NERVI/PALAZZO SPORT,41.823998,12.466193
MARCONI/GIBILMANNA,41.847256,12.475770
GROTTAROSSA/S. ANDREA (H),41.981301,12.470810
GRIMALDI/PIETRA PAPA,41.865196,12.466346
MAJORANA/FORNETTO,41.869499,12.461577
QUARTO PEPERINO/GROTTAROSSA,41.979922,12.480079
SALK/QUARTO PEPERINO,41.981660,12.485736
GREGORIO XI/PASSI,41.893467,12.411461
CORNELIA (MA),41.903068,12.425246
TOR DE' SCHIAVI/PRENESTINA,41.893116,12.559934
TORREVECCHIA/MONTOGGIO,41.911817,12.400654
C.NE AURELIA/MADONNA DEL RIPOSO,41.896301,12.428431
L.GO PRENESTE,41.892186,12.540991
GREGORIO VII/VILLA CARPEGNA,41.894321,12.430698
GREGORIO VII/LEONE XIII,41.893206,12.435175
PRENESTINA/TELESE,41.893323,12.547811
GREGORIO XI/PASSI,41.893809,12.411332
PRENESTINA/TENUTA MISTICA,41.893532,12.599526
GIANICOLENSE/RAVIZZA,41.871837,12.449522
GIANICOLENSE/RAMAZZINI (H),41.869898,12.451926
GIANICOLENSE/S. CAMILLO (H),41.870568,12.456405
MAJORANA/GIANICOLENSE,41.870836,12.460041
MAJORANA/FORNETTO,41.869259,12.461297
GRIMALDI/PIETRA PAPA,41.865041,12.465903
GRIMALDI/CORBINO,41.864512,12.467986
POLICLINICO/TOR VERGATA (H),41.859082,12.630486
COLOMBO/MARCONI,41.832594,12.470194
HEIDELBERG/TOR VERGATA,41.856490,12.627330
PISANA/COMPLESSO S. CECILIA,41.844920,12.341908
PISANA/NURACHI,41.845875,12.348357
PISANA/REGIONE LAZIO,41.844409,12.352760
CASILINA/TOR BELLA MONACA,41.863055,12.639473
PISANA/ORROLI 1,41.846597,12.360342
PISANA/ORROLI 2,41.847919,12.362034
PISANA/CITTA' DEI RAGAZZI,41.845017,12.358013
PISANA/SALESIANI,41.850839,12.370977
PISANA/CASALE DE GIORGI,41.849611,12.367490
PISANA/GIZZI,41.851649,12.375085
PISANA/G.R.A.,41.853181,12.381941
S. MARIA DI GALERIA/CIMITERO,42.028779,12.316468
PISANA/FOSSO MAGLIANA,41.855806,12.393269
PISANA/PONTE PISANO,41.857533,12.397961
PISANA/COLLETTORE,41.859864,12.402869
TOR VERGATA/CASILINA,41.861489,12.621292
PISANA/VARANI,41.864930,12.408624
TOR VERGATA/SALMOIRAGHI,41.859451,12.622324
TOR VERGATA/PERONI,41.858190,12.623593
PISANA/QUARTIERE INCIS,41.866481,12.410715
PISANA/LONGHENA,41.868796,12.412338
PISANA/COLLE MASSIMO,41.872865,12.412854
PISANA/CASALE NINFEO,41.874255,12.413410
PISANA/FACCHINETTI,41.875606,12.414425
PISANA/PIETRABRUNA,41.878748,12.416392
S. MARIA DI GALERIA/MONTI DEL NIBBIO,42.023900,12.317046
PISANA/BENTIVOGLIO,41.884295,12.420356
S. MARIA DI GALERIA/CIVICO 631,42.015766,12.308770
S. MARIA DI GALERIA/CIVICO 563,42.010522,12.311754
S. MARIA DI GALERIA/CIVICO 471,42.000167,12.314687
S. MARIA DI GALERIA/RISERVA CARBUCCETO,41.997099,12.312830
S. MARIA DI GALERIA/CIVICO 213,41.981553,12.306977
S. MARIA DI GALERIA/BOCCIOLETO,41.972345,12.305266
QUINTO CURZIO/SALESIANI,41.856143,12.568650
SALESIANI/PEDIO,41.858267,12.565844
P.ZA S. G. BOSCO,41.859765,12.564688
S. GIOVANNI BOSCO/CALPURNIO FIAMMA,41.861036,12.560508
S. GIOVANNI BOSCO/PONZIO COMINIO,41.861548,12.559249
S. MARIA DI GALERIA/TRAGLIATA,41.964285,12.304140
CONSOLI/CURIONE,41.863137,12.554355
S. MARIA DI GALERIA/BOCCIOLETO,41.972697,12.305701
S. MARIA DI GALERIA/CIVICO 213,41.982184,12.307211
PISANA/BRAVETTA,41.885921,12.421701
PISANA/BENTIVOGLIO,41.883598,12.419402
S. MARIA DI GALERIA/RISERVA CARBUCCETO,41.997361,12.313283
PISANA/PIETRABRUNA,41.878345,12.416059
PISANA/FACCHINETTI,41.875313,12.414027
PISANA/CASALE NINFEO,41.873933,12.413064
P.ZA LANTE,41.852562,12.502923
PISANA/COLLE MASSIMO,41.871487,12.412673
PISANA/LONGHENA,41.868808,12.412154
PISANA/VARANI,41.865193,12.408707
PISANA/BRAVA,41.857297,12.395848
GIANGIACOMO/SARTORIO,41.852537,12.501173
PISANA/FOSSO MAGLIANA,41.855589,12.392196
GIANGIACOMO/CERUSO,41.854285,12.501430
PISANA/PONTE PISANO,41.857861,12.398131
RUFINA,41.854989,12.499763
PISANA/G.R.A.,41.853213,12.381447
PISANA/GIZZI,41.851768,12.374366
TOR MARANCIA/ARCADIA,41.855420,12.497535
PISANA/CASALE DE GIORGI,41.849631,12.366986
PISANA/SALESIANI,41.850727,12.370374
PISANA/CITTA' DEI RAGAZZI,41.845190,12.357570
PISANA/ORROLI 2,41.847787,12.361566
PISANA/ORROLI 1,41.846331,12.359940
PISANA/REGIONE LAZIO,41.844786,12.351904
PISANA/NURACHI,41.846178,12.347827
PISANA/COMPLESSO S. CECILIA,41.844662,12.341278
TOR MARANCIA/RUFINO,41.857481,12.496521
RUFINA,41.854973,12.499283
CERBARA/GIANGIACOMO,41.854560,12.501046
CERBARA/CARCANO,41.854715,12.503703
P.ZA S. GIOVANNI IN LATERANO (H),41.886859,12.503970
APPIA/FALERIA,41.883462,12.511821
RE DI ROMA (MA),41.880768,12.515033
PONTE LUNGO (MA),41.878247,12.518111
ALBERONE,41.875384,12.521900
FURIO CAMILLO (MA),41.874120,12.523444
APPIA/ENEA,41.872625,12.525267
CAVE/EURIALO,41.871426,12.528755
CAVE/AMULIO,41.871619,12.532931
TUSCOLANA/VELODROMO,41.870678,12.535275
TUSCOLANA/ARCO DI TRAVERTINO,41.868592,12.538563
TUSCOLANA/MANDRIONE,41.866850,12.541160
FRASCATI,41.865485,12.541804
TUSCOLANA/MAMILI,41.863494,12.548496
TUSCOLANA/QUADRARO,41.860658,12.555028
TUSCOLANA/PUBLICOLA,41.858202,12.559468
SUBAUGUSTA (MA),41.854311,12.567258
S. MARIA DI GALERIA/CIVICO 471,42.000319,12.315043
LUCIO SESTIO (MA),41.860144,12.556702
TUSCOLANA/QUADRARO,41.860826,12.555465
NUMIDIO QUADRATO (MA),41.861946,12.553254
TUSCOLANA/OPIMIANI,41.862728,12.551730
TUSCOLANA/ACQUEDOTTO FELICE,41.865592,12.542969
TUSCOLANA/MANDRIONE,41.867692,12.540593
TUSCOLANA/ARCO DI TRAVERTINO,41.868387,12.539542
TUSCOLANA/PORTA FURBA,41.869493,12.537639
TUSCOLANA/VELODROMO,41.871275,12.534929
CAVE/AMULIO,41.871892,12.532555
CAVE/EURIALO,41.871633,12.528381
APPIA/ENEA,41.873070,12.525357
FURIO CAMILLO (MA),41.874589,12.523479
PONTE LUNGO (MA),41.878451,12.518438
APPIA/ALBA,41.879673,12.516996
RE DI ROMA (MA),41.880941,12.515444
APPIA/FALERIA,41.883902,12.511865
LONGHENA/MORETTI M.,41.867422,12.410123
LONGHENA/BELTRAMI L.,41.868176,12.409610
AVANZINI,41.867414,12.408388
AVANZINI/QUARTIERE INCIS,41.866587,12.410416
PISANA/SORBOLONGHI,41.881522,12.417990
BRAVETTA/GONZAGA,41.886592,12.421888
S. MARIA DI GALERIA/CIVICO 563,42.010149,12.311579
CALPURNIO FIAMMA,41.861626,12.561771
GUELFI FILOMUSI,41.862422,12.570671
SAREDO,41.861938,12.572496
S. MARIA DI GALERIA/CIVICO 631,42.016293,12.309016
FADDA,41.861488,12.571426
GUELFI FILOMUSI,41.862544,12.570292
TOGLIATTI/MAZZOCCOLO,41.861637,12.569146
S. MARIA BUON CONSIGLIO,41.864287,12.550191
S. MARIA DI GALERIA/MONTI DEL NIBBIO,42.024198,12.317379
S. MARIA DI GALERIA/CIMITERO,42.029185,12.316529
CIRO',41.835019,12.560359
BRACCIANENSE/ANGUILLARESE,42.036513,12.310259
INTORCETTA/BOTTIGLI,41.788568,12.333647
APPIO CLAUDIO,41.837780,12.553955
APPIA PIGNATELLI/MENOFILO,41.837994,12.548248
APPIA PIGNATELLI/CARVILII,41.841701,12.543137
L.GO COLLI ALBANI (MA),41.869473,12.529966
L.GO COLLI ALBANI (MA),41.868530,12.529663
APPIA/ROCCAGORGA,41.865039,12.531122
APPIA/TORRE FISCALE,41.854919,12.540145
QUARTO MIGLIO/LAURENZANA,41.844909,12.547117
QUARTO MIGLIO/VENOSA,41.845006,12.545321
ALCANTARA/S. TARCISIO,41.844038,12.543838
APPIA PIGNATELLI/S. TARCISIO,41.842310,12.541992
PETRELLI,41.841185,12.450761
APPIA PIGNATELLI/ERODE ATTICO,41.839999,12.544990
APPIA PIGNATELLI/MENOFILO,41.837633,12.548629
COSOLETO,41.832628,12.563429
S. BARBARA,41.829704,12.565348
PIZZO DI CALABRIA,41.825824,12.562312
APPIA/BISIGNANO,41.830516,12.556132
APPIA/SQUILLACE,41.832701,12.554182
APPIA/APPIO CLAUDIO,41.836778,12.551802
APPIA/GALLORO,41.842188,12.551695
APPIA/ROCCAGORGA,41.865722,12.531327
L.GO COLLI ALBANI (MA),41.869598,12.529749
APPIA/QUARTO MIGLIO,41.844051,12.551410
APPIA/GALLORO,41.840931,12.551424
APPIA/APPIO CLAUDIO,41.837600,12.551475
APPIA/SQUILLACE,41.832198,12.554211
APPIA/BISIGNANO,41.829844,12.556329
Grosseto,42.767326,11.106476
PISANA/SORBOLONGHI,41.881430,12.417751
MAGLIANA NUOVA/MIGLIOLI (FL1),41.847225,12.456242
ALBERESE,41.849831,12.440851
CERVETERI (MA),41.881690,12.512630
SOANA,41.880893,12.509104
GALLIA/SATURNIA,41.880703,12.506041
P.LE METRONIO,41.882015,12.499945
GALLIA/LICIA,41.881116,12.503692
S. PANTALEO CAMPANO/ALBERESE,41.850418,12.438066
ACRI/MONTAGNOLA,41.844152,12.482911
S. PANTALEO CAMPANO,41.852261,12.437302
SILVESTRI/MIN. G. GIUSTIZIA,41.876927,12.428168
BEDESCHI,41.943364,12.369617
RISERVA GRANDE/MENGUZZATO,41.943391,12.371805
RISERVA GRANDE/MARIGHETTO,41.944453,12.373376
RISERVA GRANDE/CUSINO,41.947368,12.374620
LAURENTINA/MENDOZA,41.831981,12.480638
TALEGGIO/GARLASCO,41.948330,12.380702
SELVA CANDIDA/VIL. S. GIUSEPPE,41.947009,12.381747
SELVA CANDIDA/ROSSO E.,41.938159,12.378292
SELVA CANDIDA/ROSANI,41.940912,12.379566
SELVA CANDIDA/VIL. S. GIUSEPPE,41.947011,12.381638
SELVA CANDIDA/ARALDI,41.942477,12.380075
SELVA CANDIDA/FORNO SARACENO,41.928412,12.375812
SELVA CANDIDA/OLDENICO,41.925999,12.375191
SELVA CANDIDA/AGOSTI,41.922824,12.375227
BOCCEA/SELVA CANDIDA,41.920390,12.376345
BOCCEA/CASALOTTI,41.919038,12.377092
PIAVE/BELISARIO,41.909435,12.498365
C.NE CORNELIA (MA),41.903508,12.425305
BOCCEA/CASALOTTI,41.919591,12.376905
BOCCEA/SELVA CANDIDA,41.920584,12.376331
SELVA CANDIDA/AGOSTI,41.923344,12.374928
SELVA CANDIDA/MOMBARUZZO,41.925635,12.375076
SELVA CANDIDA/OLDENICO,41.927265,12.376031
SELVA CANDIDA/FORNO SARACENO,41.929102,12.376064
SELVA CANDIDA/GREZZAGO,41.938722,12.378685
SELVA CANDIDA/ROSANI,41.941315,12.379875
SELVA CANDIDA/ARALDI,41.942880,12.380384
TALEGGIO/GARLASCO,41.948505,12.380849
REZZATO/SABBIONETA,41.951335,12.378515
RISERVA GRANDE/CUSINO,41.947327,12.374471
RISERVA GRANDE/MARIGHETTO,41.944382,12.373108
FABIANI,41.921036,12.550966
GORTANI,41.921635,12.547392
GORTANI,41.921539,12.547507
S. SECONDA/FOSSANO,41.917423,12.367867
S. SECONDA/FOSSO CAMPOMORTO,41.918705,12.367106
CELLULOSA/S. SECONDA,41.920508,12.365096
CELLULOSA/BOCCEA,41.922672,12.367019
BOCCEA/CELLULOSA,41.923558,12.367558
BOCCEA/BALZOLA,41.925012,12.364230
BOCCEA/MORSASCO,41.925741,12.361412
BOCCEA/SELVA NERA,41.927634,12.358833
CASAL SELCE/BOCCEA,41.927807,12.353391
CASAL SELCE/FOSSO GALERIA,41.925087,12.353409
CASAL SELCE/PANTAN MONASTERO,41.919738,12.353972
CASAL SELCE/QUARTO S. LUCIA,41.916744,12.352438
CASAL SELCE/RICCI,41.914150,12.351972
CASAL SELCE/MAINARDO,41.912494,12.351302
CASAL SELCE/RISERVA FONTANILE,41.909543,12.349202
CASAL SELCE/CASALE PANTANELLE,41.906544,12.348098
CASAL SELCE/TROCCHI,41.903027,12.345293
CASAL SELCE/LAZZATI 1,41.896776,12.339462
CASAL SELCE/AURELIA,41.889211,12.334404
CASAL SELCE/AURELIA,41.889731,12.334646
FABIANI,41.921361,12.550815
CASAL SELCE/LAZZATI 1,41.897080,12.339977
CASAL SELCE/TROCCHI,41.903096,12.345604
CASAL SELCE/CASALE PANTANELLE,41.906859,12.348663
CASAL SELCE/RISERVA FONTANILE,41.909737,12.349390
CASAL SELCE/MAINARDO,41.912794,12.351591
CASAL SELCE/RICCI,41.914421,12.352043
CASAL SELCE/QUARTO S. LUCIA,41.917235,12.352824
CASAL SELCE/PANTAN MONASTERO,41.920244,12.354057
LAURENTINA/MENDOZA,41.832941,12.481075
CASAL SELCE/FOSSO GALERIA,41.925254,12.353578
VIA STAZIONE AURELIA,41.883580,12.396289
BOCCEA/STORTA,41.928042,12.353554
BOCCEA/SELVA NERA,41.927926,12.358233
BOCCEA/MORSASCO,41.925460,12.361983
CELLULOSA/BOCCEA,41.922677,12.366828
CELLULOSA/S. SECONDA,41.920288,12.364771
S. SECONDA/FOSSO CAMPOMORTO,41.918381,12.367094
S. SECONDA/FOSSANO,41.916918,12.368030
CASALOTTI/CLOVIO,41.916001,12.372314
VIA STAZIONE AURELIA/BALESTRINO,41.885475,12.401403
SOLARI/PAGLIANI,41.872922,12.360442
NAZARETH/BUONAFEDE,41.904703,12.402657
NAZARETH/CASALI ACQUAFREDDA,41.902141,12.401323
NAZARETH/BARGE,41.900054,12.397502
ACQUAFREDDA/GARESSIO 1,41.897314,12.395514
TOR MARANCIA/MANTEGNA,41.853873,12.497969
ACQUAFREDDA/GARESSIO 2,41.893578,12.395619
ACQUAFREDDA/GARESSIO 3,41.890723,12.393535
ACQUAFREDDA/GARESSIO 4,41.889658,12.391511
RUFINO,41.858183,12.496893
SOLARI,41.872750,12.356995
GALLIA/LICIA,41.881032,12.503454
GALLIA/SATURNIA,41.880448,12.506736
SOANA,41.880717,12.509219
CERVETERI (MA),41.881480,12.512824
APPIA/CANTU',41.870550,12.527746
V.LO CASALE LUMBROSO/MAGAROTTO,41.867115,12.371679
V.LO CASALE LUMBROSO/CESARO,41.867391,12.368763
CASALE LUMBROSO/SEVERI,41.871123,12.364805
CASALE LUMBROSO/SEVERINI,41.872220,12.364353
CASALE LUMBROSO/LEPRI,41.876879,12.363077
CASALE LUMBROSO/ANTONI,41.878592,12.363010
CASALE LUMBROSO/SANTINI,41.880294,12.362012
CASALE LUMBROSO/FONTEBASSO,41.881710,12.361707
CASALE LUMBROSO/SANTINI,41.879649,12.362277
CASALE LUMBROSO/ANTONI,41.878299,12.362888
CASALE LUMBROSO/D'AMICO,41.875392,12.362587
CASALE LUMBROSO/SEVERINI,41.873008,12.363683
V.LO CASALE LUMBROSO/SEVERI,41.870287,12.364937
V.LO CASALE LUMBROSO/CESARO,41.867324,12.369450
V.LO CASALE LUMBROSO/MAGAROTTO,41.866828,12.371870
ACQUAFREDDA/GARESSIO 4,41.889688,12.391882
ACQUAFREDDA/GARESSIO 3,41.890946,12.394202
ACQUAFREDDA/GARESSIO 2,41.893394,12.395998
ACQUAFREDDA/GARESSIO 1,41.897653,12.395934
NAZARETH/BARGE,41.900410,12.397971
NAZARETH/CASALI ACQUAFREDDA,41.902160,12.401718
NAZARETH/ITC,41.906515,12.404684
NAZARETH/BOCCEA,41.907448,12.406973
SOLARI/CHESI,41.871192,12.350997
PERICOLI,41.873157,12.348326
PERICOLI/SOLARI,41.874261,12.350358
IPOGEO DEGLI OTTAVI/TREVIGNANO,41.965575,12.405768
TRIONFALE/IPOGEO DEGLI OTTAVI,41.964322,12.408890
TRIONFALE/PIANCASTELLI (FL3),41.960535,12.410506
TRIONFALE/COLLE S. AGATA,41.943294,12.419094
