Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,DaSpecificare,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,TipoVeicolo,StatoVeicolo,Marca,Modello,Deceduto,DecedutoDopo
Provinciale entro l'abitato,VIA TIBURTINA,da specificare,,,direz.G.R.A. 100 mt prima di V. Casale S.Basilio,0,0,0,2,12.58301,41.93243,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA ROBERTO MALATESTA,in corrispondenza,,del civico n.,,0,0,0,3,12.54227,41.88742,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,
Strada Urbana,VIA ROBERTO MALATESTA,in corrispondenza,,del civico n.,,0,0,0,3,12.54227,41.88742,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,
Strada Urbana,VIA ROBERTO MALATESTA,in corrispondenza,,del civico n.,,0,0,0,3,12.54227,41.88742,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo,0,
Strada Urbana,VIA VAL DI LANZO,all'intersezione semaforizzata con,VIA VALSESIA,VIA VALSESIA,,1,0,0,1,12.52675,41.94202,,,,,0,NON DECEDUTO
Strada Urbana,VIA VAL DI LANZO,all'intersezione semaforizzata con,VIA VALSESIA,VIA VALSESIA,,1,0,0,1,12.52675,41.94202,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart,0,
Strada Urbana,VIALE DEL TINTORETTO,all'intersezione semaforizzata con,VIA ALESSIO BALDOVINETTI,VIA ALESSIO BALDOVINETTI,,1,0,0,1,12.49505,41.83346,,,,,0,NON DECEDUTO
Strada Urbana,VIALE DEL TINTORETTO,all'intersezione semaforizzata con,VIA ALESSIO BALDOVINETTI,VIA ALESSIO BALDOVINETTI,,1,0,0,1,12.49505,41.83346,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA LUIGI BODIO,all'intersezione con,VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,,1,0,0,2,12.46569,41.94506,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA LUIGI BODIO,all'intersezione con,VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,,1,0,0,2,12.46569,41.94506,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA LUIGI BODIO,all'intersezione con,VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,,1,0,0,2,12.46569,41.94506,Quadriciclo leggero,In marcia / fermata / arresto,Chatenet,(ignoto),0,NON DECEDUTO
Strada Urbana,VIA DELLA MAGLIANA,all'intersezione con,VIA SCARPERIA,VIA SCARPERIA,,0,0,0,1,12.42401,41.83394,Autovettura privata,In marcia / fermata / arresto,Subaru,(non accertato),0,
Statale,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,2,12.50750,41.94248,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo,0,
Statale,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,2,12.50750,41.94248,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA LATTANZIO,in prossimit�,,del civico n.,,1,0,0,1,12.44053,41.91152,,,,,0,NON DECEDUTO
Strada Urbana,VIA LATTANZIO,in prossimit�,,del civico n.,,1,0,0,1,12.44053,41.91152,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart,0,
Strada Urbana,VIA STEFANO OBERTO,da specificare,,,altezza via P. Marchisio,0,0,0,4,12.58999,41.84742,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper,0,
Strada Urbana,VIA STEFANO OBERTO,da specificare,,,altezza via P. Marchisio,0,0,0,4,12.58999,41.84742,Autovettura privata,In marcia / fermata / arresto,Citroen,C8,0,
Strada Urbana,VIA STEFANO OBERTO,da specificare,,,altezza via P. Marchisio,0,0,0,4,12.58999,41.84742,Autovettura privata,In marcia / fermata / arresto,Citroen,C8,0,
Strada Urbana,VIA STEFANO OBERTO,da specificare,,,altezza via P. Marchisio,0,0,0,4,12.58999,41.84742,Autovettura privata,In marcia / fermata / arresto,Citroen,C8,0,
,VIA RADICOFANI,in prossimit�,,del civico n.,,1,0,0,1,12.51169,41.97598,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
,VIA RADICOFANI,in prossimit�,,del civico n.,,1,0,0,1,12.51169,41.97598,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
Strada Urbana,PIAZZA MONTE BALDO,in prossimit�,,del civico n.,,0,0,0,2,12.53402,41.93716,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,PIAZZA MONTE BALDO,in prossimit�,,del civico n.,,0,0,0,2,12.53402,41.93716,Autocarro inferiore 35 q.,Sosta,Iveco,35 E4,0,
Strada Urbana,VIA ROMEO RODRIGUEZ PEREIRA,all'intersezione con,VIA ANDREA BALDI,VIA ANDREA BALDI,,0,0,0,2,12.43710,41.91928,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1,0,
Strada Urbana,VIA ROMEO RODRIGUEZ PEREIRA,all'intersezione con,VIA ANDREA BALDI,VIA ANDREA BALDI,,0,0,0,2,12.43710,41.91928,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3,0,
Strada Urbana,LARGO SPARTACO,in prossimit�,,del civico n.,,0,0,0,2,12.55326,41.85913,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,LARGO SPARTACO,in prossimit�,,del civico n.,,0,0,0,2,12.55326,41.85913,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
,VIA AURELIA,all'intersezione con,VIA GIUSEPPE VANNI,VIA GIUSEPPE VANNI,,1,0,0,2,12.41307,41.89089,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty,0,NON DECEDUTO
,VIA AURELIA,all'intersezione con,VIA GIUSEPPE VANNI,VIA GIUSEPPE VANNI,,1,0,0,2,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
,VIA AURELIA,all'intersezione con,VIA GIUSEPPE VANNI,VIA GIUSEPPE VANNI,,1,0,0,2,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,0,0,0,2,12.58301,41.85182,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,0,0,0,2,12.58301,41.85182,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA FLAMINIA,in corrispondenza,,del civico n.,,0,0,0,1,12.47798,41.94872,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,PIAZZA DI PORTA MAGGIORE,da specificare,,,imbocco tunnel Scalo S.Lorenzo dir. c.ne Tiburtina,0,0,0,2,12.51549,41.89229,Autovettura privata,In marcia / fermata / arresto,Ford,C-MAX,0,
Strada Urbana,PIAZZA DI PORTA MAGGIORE,da specificare,,,imbocco tunnel Scalo S.Lorenzo dir. c.ne Tiburtina,0,0,0,2,12.51549,41.89229,Veicolo speciale,In marcia / fermata / arresto,Irizar Scania,(non accertato),0,
Strada Urbana,VIA MONTE SANTO,in corrispondenza,,del civico n.,,0,0,0,2,12.45983,41.91664,Macchina operatrice,In marcia / fermata / arresto,Fiat,Iveco,0,
Strada Urbana,VIA MONTE SANTO,in corrispondenza,,del civico n.,,0,0,0,2,12.45983,41.91664,Macchina operatrice,In marcia / fermata / arresto,Fiat,Iveco,0,
Strada Urbana,VIA VITTORIO BACHELET,all'intersezione con,VIA VICENZA,VIA VICENZA,,0,0,0,4,12.50349,41.90445,Autovettura privata,In marcia / fermata / arresto,Citroen,(ignoto),0,
Strada Urbana,VIA VITTORIO BACHELET,all'intersezione con,VIA VICENZA,VIA VICENZA,,0,0,0,4,12.50349,41.90445,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat,0,
Strada Urbana,VIA VITTORIO BACHELET,all'intersezione con,VIA VICENZA,VIA VICENZA,,0,0,0,4,12.50349,41.90445,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat,0,
Strada Urbana,VIA VITTORIO BACHELET,all'intersezione con,VIA VICENZA,VIA VICENZA,,0,0,0,4,12.50349,41.90445,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat,0,
Strada Urbana,VIA DELLA VALLE DEI FONTANILI,in prossimit�,,del civico n.,,1,0,0,2,12.41043,41.92320,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark,0,
Strada Urbana,VIA DELLA VALLE DEI FONTANILI,in prossimit�,,del civico n.,,1,0,0,2,12.41043,41.92320,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark,0,
Strada Urbana,VIA DELLA VALLE DEI FONTANILI,in prossimit�,,del civico n.,,1,0,0,2,12.41043,41.92320,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,VIA ARDUINO,da specificare,,,fronte civico 42,1,0,0,1,12.52606,41.90954,,,,,0,NON DECEDUTO
Strada Urbana,VIA ARDUINO,da specificare,,,fronte civico 42,1,0,0,1,12.52606,41.90954,Autovettura privata,In marcia / fermata / arresto,Suzuki,Ignis,0,
Strada Urbana,VIA LUIGI BODIO,all'intersezione con,VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,,1,0,0,1,12.46568,41.94504,,,,,0,NON DECEDUTO
Strada Urbana,VIA LUIGI BODIO,all'intersezione con,VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,,1,0,0,1,12.46568,41.94504,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIALE DELLE BELLE ARTI,da specificare,,,ALTEZZA VIA PALMA BUCARELLI,0,0,0,1,12.47877,41.91852,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart For Two,0,
,VIA AURELIA ANTICA,all'intersezione con,VIA GIUSEPPE SPINA,VIA GIUSEPPE SPINA,,0,0,0,3,12.43494,41.89015,Autovettura privata,In marcia / fermata / arresto,Ford,Kuga,0,
,VIA AURELIA ANTICA,all'intersezione con,VIA GIUSEPPE SPINA,VIA GIUSEPPE SPINA,,0,0,0,3,12.43494,41.89015,Autovettura privata,In marcia / fermata / arresto,Ford,Kuga,0,
,VIA AURELIA ANTICA,all'intersezione con,VIA GIUSEPPE SPINA,VIA GIUSEPPE SPINA,,0,0,0,3,12.43494,41.89015,Autovettura privata,In marcia / fermata / arresto,Fiat,Stilo,0,
Strada Urbana,VIA SALARIA,in corrispondenza,,del civico n.,,0,0,0,1,12.49721,41.91533,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Ford,Transit,0,
Strada Urbana,VIA DELLA CAMILLUCCIA,in corrispondenza,,del civico n.,,1,0,0,4,12.44713,41.94191,Autovettura privata,In marcia / fermata / arresto,Peugeot,807,0,
Strada Urbana,VIA DELLA CAMILLUCCIA,in corrispondenza,,del civico n.,,1,0,0,4,12.44713,41.94191,Autovettura privata,In marcia / fermata / arresto,Peugeot,807,0,
Strada Urbana,VIA DELLA CAMILLUCCIA,in corrispondenza,,del civico n.,,1,0,0,4,12.44713,41.94191,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Citroen,Berlingo,0,NON DECEDUTO
Strada Urbana,VIA DELLA CAMILLUCCIA,in corrispondenza,,del civico n.,,1,0,0,4,12.44713,41.94191,Autovettura privata,In marcia / fermata / arresto,Audi,A 3,0,
Strada Urbana,VIA DELLA CAMILLUCCIA,in corrispondenza,,del civico n.,,1,0,0,4,12.44713,41.94191,Autovettura privata,In marcia / fermata / arresto,Audi,A 3,0,
Strada Urbana,VIA MARIA ADELAIDE,all'intersezione con,VIA LUISA DI SAVOIA,VIA LUISA DI SAVOIA,,0,0,0,3,12.47425,41.91021,Autovettura privata,In marcia / fermata / arresto,Ford,KA,0,
Strada Urbana,VIA MARIA ADELAIDE,all'intersezione con,VIA LUISA DI SAVOIA,VIA LUISA DI SAVOIA,,0,0,0,3,12.47425,41.91021,Autovettura privata,In marcia / fermata / arresto,Honda,Jazz,0,
Strada Urbana,VIA MARIA ADELAIDE,all'intersezione con,VIA LUISA DI SAVOIA,VIA LUISA DI SAVOIA,,0,0,0,3,12.47425,41.91021,Autovettura privata,In marcia / fermata / arresto,Honda,Jazz,0,
Strada Urbana,VIA FRANCESCO DENZA,in prossimit�,,del civico n.,,0,0,0,2,12.48416,41.92566,Autovettura privata,In marcia / fermata / arresto,Mini,One,0,
Strada Urbana,VIA FRANCESCO DENZA,in prossimit�,,del civico n.,,0,0,0,2,12.48416,41.92566,Autovettura privata,In marcia / fermata / arresto,Mini,One,0,
Regionale entro l'abitato,VIA FLAMINIA,in prossimit�,,della chilometrica,,0,0,0,2,12.49346,41.98264,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Regionale entro l'abitato,VIA FLAMINIA,in prossimit�,,della chilometrica,,0,0,0,2,12.49346,41.98264,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA FLAMINIA,all'intersezione semaforizzata con,VIA LUIGI CANINA,VIA LUIGI CANINA,,1,0,0,1,12.47183,41.94192,Autovettura privata,In marcia / fermata / arresto,Daewoo,Cruze,0,
Strada Urbana,VIA FLAMINIA,all'intersezione semaforizzata con,VIA LUIGI CANINA,VIA LUIGI CANINA,,1,0,0,1,12.47183,41.94192,Motociclo a solo,In marcia / fermata / arresto,MV AUGUSTA,(non accertato),0,NON DECEDUTO
Strada Urbana,PIAZZALE CLODIO,all'intersezione con,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,,0,0,0,4,12.45494,41.91675,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo,0,
Strada Urbana,PIAZZALE CLODIO,all'intersezione con,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,,0,0,0,4,12.45494,41.91675,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo,0,
Strada Urbana,PIAZZALE CLODIO,all'intersezione con,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,,0,0,0,4,12.45494,41.91675,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,PIAZZALE CLODIO,all'intersezione con,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,,0,0,0,4,12.45494,41.91675,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA PRENESTINA,in prossimit�,,del civico n.,,0,0,0,2,12.61063,41.89343,Autovettura privata,In marcia / fermata / arresto,Fiat,Brava,0,
Strada Urbana,VIA PRENESTINA,in prossimit�,,del civico n.,,0,0,0,2,12.61063,41.89343,Autovettura privata,In marcia / fermata / arresto,Smart ,Smart for two coup�,0,
Strada Urbana,VIA CERNAIA,all'intersezione con,VIA CASTELFIDARDO,VIA CASTELFIDARDO,,0,0,0,1,12.49870,41.90551,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,
Strada Urbana,VIA DI TORREVECCHIA,da specificare,,,PROSSIMITA' FRONTE CIVICO 1219,2,0,0,0,12.41223,41.92332,,,,,0,NON DECEDUTO
Strada Urbana,VIA DI TORREVECCHIA,da specificare,,,PROSSIMITA' FRONTE CIVICO 1219,2,0,0,0,12.41223,41.92332,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly,0,NON DECEDUTO
Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,0,0,0,4,12.58284,41.85177,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,0,0,0,4,12.58284,41.85177,Autovettura privata,In marcia / fermata / arresto,Suzuki,Vitara,0,
Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,0,0,0,4,12.58284,41.85177,Autovettura privata,In marcia / fermata / arresto,Suzuki,Vitara,0,
Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,0,0,0,4,12.58284,41.85177,Autovettura privata,In marcia / fermata / arresto,Suzuki,Vitara,0,
Strada Urbana,VIA MARMORATA,in corrispondenza,,del palo luce n.,,0,0,0,2,12.47840,41.87981,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA MARMORATA,in corrispondenza,,del palo luce n.,,0,0,0,2,12.47840,41.87981,Autobus urbano,In marcia / fermata / arresto,Fiat,Iveco,0,
Strada Urbana,VIA CERNAIA,in prossimit�,,del civico n.,,0,0,0,1,12.50123,41.90711,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly,0,
Strada Urbana,VIA ANAGNI,in prossimit�,,del civico n.,,1,0,0,2,12.55984,41.89041,,,,,0,NON DECEDUTO
Strada Urbana,VIA ANAGNI,in prossimit�,,del civico n.,,1,0,0,2,12.55984,41.89041,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Ford,Transit,0,
Strada Urbana,VIA ANAGNI,in prossimit�,,del civico n.,,1,0,0,2,12.55984,41.89041,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Ford,Transit,0,
Strada Urbana,VIA DI S. MARIA IN COSMEDIN,all'intersezione semaforizzata con,VIA DELLA GRECA,VIA DELLA GRECA,,0,0,0,2,12.48063,41.88714,Autovettura privata,In marcia / fermata / arresto,Volvo,XC90,0,
Strada Urbana,VIA DI S. MARIA IN COSMEDIN,all'intersezione semaforizzata con,VIA DELLA GRECA,VIA DELLA GRECA,,0,0,0,2,12.48063,41.88714,Autovettura privata,In marcia / fermata / arresto,Kia,Carnival,0,
Strada Urbana,VIA LUCHINO DAL VERME,all'intersezione con,VIA RENZO DA CERI,VIA RENZO DA CERI,,0,0,0,2,12.53868,41.88868,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA LUCHINO DAL VERME,all'intersezione con,VIA RENZO DA CERI,VIA RENZO DA CERI,,0,0,0,2,12.53868,41.88868,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Altra strada,VIA FLAMINIA,da specificare,,,area parcheggio stazione ferr. Grottarossa,0,0,0,1,12.49415,41.97371,Autocarro superiore 35 q.,In marcia / fermata / arresto,Iveco,130,0,
Strada Urbana,VIA STATILIO OTTATO,in corrispondenza,,del civico n.,,0,0,0,1,12.56642,41.85494,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DEI GRANATIERI,in prossimit�,,del civico n.,,0,0,0,3,12.48443,41.82034,Autovettura privata,In marcia / fermata / arresto,Seat,ALTEA,0,
Strada Urbana,VIA DEI GRANATIERI,in prossimit�,,del civico n.,,0,0,0,3,12.48443,41.82034,Autovettura privata,In marcia / fermata / arresto,Seat,ALTEA,0,
Strada Urbana,VIA DEI GRANATIERI,in prossimit�,,del civico n.,,0,0,0,3,12.48443,41.82034,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Ducato,0,
Strada Urbana,VIALE MARCO POLO,in corrispondenza,,del palo luce n.,,1,0,0,2,12.48930,41.87284,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE MARCO POLO,in corrispondenza,,del palo luce n.,,1,0,0,2,12.48930,41.87284,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE MARCO POLO,in corrispondenza,,del palo luce n.,,1,0,0,2,12.48930,41.87284,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,VIA ENRICO FERMI,all'intersezione con,VIA LUCA VALERIO,VIA LUCA VALERIO,,0,0,0,2,12.47207,41.86468,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA ENRICO FERMI,all'intersezione con,VIA LUCA VALERIO,VIA LUCA VALERIO,,0,0,0,2,12.47207,41.86468,Autovettura privata,In marcia / fermata / arresto,Mercedes,A 180,0,
Strada Urbana,VIA PORTUENSE,in corrispondenza,,del civico n.,,0,1,0,1,12.46037,41.86601,,,,,0,NON DECEDUTO
Strada Urbana,VIA PORTUENSE,in corrispondenza,,del civico n.,,0,1,0,1,12.46037,41.86601,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Comunale extraurbana,VIA DELLA PISANA,in corrispondenza,,del palo luce n.,,0,0,0,2,12.39760,41.85753,Motociclo a solo,In marcia / fermata / arresto,Honda,XL,0,
Comunale extraurbana,VIA DELLA PISANA,in corrispondenza,,del palo luce n.,,0,0,0,2,12.39760,41.85753,Autovettura privata,In marcia / fermata / arresto,Fiat,Stilo,0,
Strada Urbana,VIA DEI RANGONI,all'intersezione con,VIA PORTUENSE,VIA PORTUENSE,,0,0,0,2,12.41843,41.84870,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DEI RANGONI,all'intersezione con,VIA PORTUENSE,VIA PORTUENSE,,0,0,0,2,12.41843,41.84870,Autovettura privata,In marcia / fermata / arresto,Fiat,Dobl�,0,
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA PROSPERO ALPINO,VIA PROSPERO ALPINO,,0,0,0,5,12.48695,41.86737,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA PROSPERO ALPINO,VIA PROSPERO ALPINO,,0,0,0,5,12.48695,41.86737,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA PROSPERO ALPINO,VIA PROSPERO ALPINO,,0,0,0,5,12.48695,41.86737,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA PROSPERO ALPINO,VIA PROSPERO ALPINO,,0,0,0,5,12.48695,41.86737,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA PROSPERO ALPINO,VIA PROSPERO ALPINO,,0,0,0,5,12.48695,41.86737,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIALE DELL'UMANESIMO,VIALE DELL'UMANESIMO,,1,0,0,0,12.46442,41.82469,Motociclo a solo,In marcia / fermata / arresto,Honda,Africa Twin,0,NON DECEDUTO
Strada Urbana,LARGO DI BOCCEA,in corrispondenza,,del civico n.,,2,0,0,1,12.42677,41.90163,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,LARGO DI BOCCEA,in corrispondenza,,del civico n.,,2,0,0,1,12.42677,41.90163,Motociclo con passeggero,In marcia / fermata / arresto,Honda,SH,0,NON DECEDUTO
Strada Urbana,LARGO DI BOCCEA,in corrispondenza,,del civico n.,,2,0,0,1,12.42677,41.90163,Motociclo con passeggero,In marcia / fermata / arresto,Honda,SH,0,NON DECEDUTO
Strada Urbana,VIA DI TORRE ROSSA,all'intersezione con,VIA AURELIA ANTICA,VIA AURELIA ANTICA,,0,0,0,2,12.42783,41.89288,Autovettura privata,In marcia / fermata / arresto,Nissan,Note,0,
Strada Urbana,VIA DI TORRE ROSSA,all'intersezione con,VIA AURELIA ANTICA,VIA AURELIA ANTICA,,0,0,0,2,12.42783,41.89288,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,
Strada Urbana,VIA DI BOCCEA,in corrispondenza,,del civico n.,,1,0,0,1,12.41000,41.90412,,,,,0,NON DECEDUTO
Strada Urbana,VIA DI BOCCEA,in corrispondenza,,del civico n.,,1,0,0,1,12.41000,41.90412,Autovettura privata,In marcia / fermata / arresto,Mercedes,B180,0,
Strada Urbana,VIALE SPARTACO,in prossimit�,,del civico n.,,0,0,0,3,12.55869,41.85582,Autovettura privata,In marcia / fermata / arresto,Daimler Smart,FORTWO COUPE,0,
Strada Urbana,VIALE SPARTACO,in prossimit�,,del civico n.,,0,0,0,3,12.55869,41.85582,Autovettura privata,In marcia / fermata / arresto,Daimler Smart,FORTWO COUPE,0,
Strada Urbana,VIALE SPARTACO,in prossimit�,,del civico n.,,0,0,0,3,12.55869,41.85582,Autovettura privata,In marcia / fermata / arresto,Kia,ceed,0,
Strada Urbana,VIA DEGLI ANGELI,all'intersezione con,VIA DEI SAVORGNAN,VIA DEI SAVORGNAN,,1,0,0,1,12.53854,41.87574,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA DEGLI ANGELI,all'intersezione con,VIA DEI SAVORGNAN,VIA DEI SAVORGNAN,,1,0,0,1,12.53854,41.87574,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Aveo,0,NON DECEDUTO
Strada Urbana,LUNGOTEVERE MARESCIALLO DIAZ,da specificare,,,Dir.P.le P. Milvio alt. V.le Min. AAEE,0,0,0,2,12.46195,41.93395,Motociclo a solo,In marcia / fermata / arresto,Kymco,People 125,0,
Strada Urbana,LUNGOTEVERE MARESCIALLO DIAZ,da specificare,,,Dir.P.le P. Milvio alt. V.le Min. AAEE,0,0,0,2,12.46195,41.93395,Motociclo a solo,In marcia / fermata / arresto,Yamaha,YP250,0,
